DC_full_loss_train,DC_full_acc_test,DC_full_loss_test
37.49174880981445,0.1368,3515.44287109375
48.354827880859375,0.166,3147.622314453125
42.359642028808594,0.1442,3348.9716796875
42.051185607910156,0.1858,3836.5244140625
47.14731216430664,0.1987,4068.879638671875
44.836875915527344,0.1512,3467.298095703125
39.41697692871094,0.1836,3199.95849609375
38.671592712402344,0.0777,4885.91357421875
42.20195007324219,0.084,5136.9833984375
41.392269134521484,0.0696,5218.22607421875
42.45106506347656,0.0751,4378.84033203125
64.89073181152344,0.0639,4283.56884765625
39.03641128540039,0.0936,3786.5859375
40.21493148803711,0.0865,4385.62109375
38.24033737182617,0.0914,4300.65673828125
39.431087493896484,0.097,4238.29736328125
43.46100616455078,0.1077,4917.16357421875
40.61296463012695,0.1088,5846.38134765625
44.634220123291016,0.08,6255.1328125
44.948463439941406,0.1002,6537.81494140625
52.162498474121094,0.0912,6804.458984375
46.049224853515625,0.1083,5599.6982421875
40.12343215942383,0.0969,5860.56494140625
41.54300308227539,0.0976,5593.810546875
73.80673217773438,0.1033,3802.048095703125
41.259822845458984,0.1161,4371.93017578125
46.519432067871094,0.1365,4380.9658203125
59.14136505126953,0.1193,4123.5068359375
44.1911735534668,0.0989,5143.25
44.82145309448242,0.0878,4924.69287109375
49.61282730102539,0.09,5205.4091796875
53.184139251708984,0.0881,5031.525390625
50.211326599121094,0.105,6597.16748046875
47.31401443481445,0.0809,6335.302734375
48.24882125854492,0.1044,7859.2490234375
55.75819396972656,0.1219,7119.2958984375
47.98846435546875,0.1032,6746.283203125
180.77536010742188,0.117,8828.34375
60.293113708496094,0.1097,9659.7236328125
50.54835510253906,0.104,8056.2119140625
51.39189147949219,0.1156,8212.517578125
50.213890075683594,0.1023,10274.7802734375
47.02766799926758,0.0698,10794.21875
49.046817779541016,0.0941,11820.6279296875
111.68675231933594,0.0864,14055.1474609375
60.162776947021484,0.1092,13600.8544921875
57.01509475708008,0.12,14820.0419921875
66.23303985595703,0.1088,12985.7900390625
69.35576629638672,0.0928,13125.7001953125
60.93024444580078,0.0568,14473.2431640625
89.81330871582031,0.0871,14073.0576171875
79.07604217529297,0.0976,13315.71875
66.78352355957031,0.0971,14688.3486328125
67.2569351196289,0.0863,12876.1552734375
97.6137466430664,0.0663,13646.5634765625
75.80551147460938,0.1002,12004.3564453125
56.241920471191406,0.1321,14815.1611328125
64.14215850830078,0.1375,11643.609375
72.00971984863281,0.1381,10348.8017578125
61.66102981567383,0.1314,13718.875
78.58619689941406,0.1347,13591.833984375
64.15665435791016,0.1521,11984.4140625
58.679927825927734,0.1478,11219.458984375
68.10645294189453,0.1377,12148.546875
69.31627655029297,0.1431,8246.8251953125
59.122920989990234,0.1004,7909.89111328125
59.771766662597656,0.0948,9123.4833984375
62.771358489990234,0.1232,8705.4833984375
63.02196502685547,0.1067,10498.982421875
80.44152069091797,0.1015,10329.978515625
83.88085174560547,0.0621,10863.953125
63.718963623046875,0.0621,11430.82421875
64.97747802734375,0.0529,10997.01953125
64.83540344238281,0.0664,13054.6103515625
63.50312423706055,0.0697,12919.6962890625
61.71078109741211,0.0839,14779.1953125
55.928951263427734,0.0782,15775.7900390625
54.5928955078125,0.0985,15041.3828125
53.35566711425781,0.0936,12016.4599609375
52.72161865234375,0.0949,11727.33203125
57.876441955566406,0.104,12351.849609375
58.80521774291992,0.1065,12798.8115234375
51.80142593383789,0.1122,13949.0556640625
64.04288482666016,0.1368,14384.1259765625
52.68949890136719,0.1375,12126.9921875
57.11903762817383,0.0938,14837.58203125
59.15224838256836,0.0982,16198.3681640625
57.270931243896484,0.1149,13499.4814453125
56.58852767944336,0.1001,15225.4052734375
51.22694396972656,0.0849,16377.841796875
56.40842819213867,0.1045,16752.541015625
61.70655822753906,0.1039,19380.40234375
84.13282012939453,0.081,15705.9775390625
67.5324478149414,0.0633,17064.5859375
63.279693603515625,0.102,16835.119140625
59.5136833190918,0.0781,15517.6669921875
58.23526382446289,0.0581,15191.5458984375
70.09215545654297,0.048,15606.05078125
64.1618423461914,0.0562,16536.833984375
72.57624816894531,0.0555,13275.505859375
61.97005081176758,0.0786,10635.0029296875
59.673954010009766,0.0563,10778.6064453125
59.28638458251953,0.0696,10901.1474609375
63.11420822143555,0.0735,10393.8720703125
73.79766845703125,0.0707,10008.662109375
63.846431732177734,0.1117,12222.5859375
61.6512451171875,0.1574,11318.25
60.691917419433594,0.1604,12896.935546875
58.77096176147461,0.134,13899.2626953125
65.31121826171875,0.1238,13003.7724609375
62.90016555786133,0.0825,12974.1513671875
65.46971130371094,0.1156,13527.4267578125
64.6441421508789,0.0919,15056.140625
65.43414306640625,0.0938,16550.865234375
65.15998077392578,0.0868,18466.021484375
72.67373657226562,0.0914,20080.974609375
80.482421875,0.093,22213.28515625
75.72958374023438,0.0931,18986.875
79.96590423583984,0.0875,18923.623046875
84.4919662475586,0.0848,17408.005859375
76.5811767578125,0.087,17603.361328125
73.50346374511719,0.0749,14432.9345703125
78.78352355957031,0.0639,20702.06640625
73.49894714355469,0.0869,23522.755859375
71.22821044921875,0.0822,28003.50390625
77.76428985595703,0.081,25747.220703125
65.62686157226562,0.0884,33206.66796875
126.97880554199219,0.0978,26371.00390625
70.91586303710938,0.1053,26253.59765625
69.55789947509766,0.0905,29084.4296875
84.29367065429688,0.1041,28907.80859375
75.14854431152344,0.0887,34808.3671875
84.00275421142578,0.087,32313.369140625
79.45515441894531,0.0777,35214.2890625
90.61821746826172,0.0921,21527.37109375
82.83440399169922,0.0773,24970.45703125
81.97881317138672,0.0681,26270.40625
93.07789611816406,0.0777,26272.5859375
88.61479949951172,0.0868,20422.00390625
86.30533599853516,0.0719,14618.8017578125
83.58084869384766,0.0879,17783.916015625
84.01182556152344,0.083,17719.85546875
83.37950897216797,0.088,15194.869140625
83.34954071044922,0.0982,15555.5810546875
90.26295471191406,0.1179,17404.412109375
98.94863891601562,0.0966,19057.2265625
97.24407196044922,0.095,19730.69921875
85.9528579711914,0.0989,18979.166015625
91.05825805664062,0.1008,18438.37109375
84.8953857421875,0.1012,17157.326171875
80.76634216308594,0.0925,14387.7890625
89.6682357788086,0.0957,13583.666015625
85.55195617675781,0.1051,16997.2890625
92.35860443115234,0.1074,17127.876953125
84.5567398071289,0.1254,16252.6494140625
85.3484878540039,0.1229,20488.927734375
91.13509368896484,0.0966,16494.79296875
92.6939468383789,0.0837,19839.3828125
91.81840515136719,0.0731,21200.25390625
89.38882446289062,0.0793,24529.083984375
99.53235626220703,0.0686,26918.220703125
99.98438262939453,0.0976,37684.41796875
92.95928955078125,0.1239,27162.310546875
89.6965103149414,0.1162,34097.27734375
99.58692932128906,0.0886,32579.353515625
95.29003143310547,0.0593,36562.109375
95.92911529541016,0.0605,36337.59765625
118.36308288574219,0.0473,30997.98046875
94.31745910644531,0.0685,27158.947265625
94.85697937011719,0.0412,24238.728515625
91.8616943359375,0.0526,20782.96484375
88.45046997070312,0.0768,19028.810546875
94.2618408203125,0.06,15638.2548828125
96.66864776611328,0.0659,14690.3857421875
90.4659194946289,0.0748,15872.8701171875
88.2218246459961,0.1128,13127.9404296875
89.85952758789062,0.0851,16794.40234375
89.6263198852539,0.1186,18899.35546875
93.34928131103516,0.1375,17253.369140625
85.85398864746094,0.0871,19184.73828125
